,book_title,author,reader_review,rating,label
3925,L'hiver n'est jamais froid au café de l'amour,Julia Nole,"Ok les amis, je ne pensais pas dire ça sur une romance de Noël mais... Ouais, ce livre est un coup de coeur. Probablement parce qu'il tombe à une période où j'ai besoin de lire des choses sans prise de tête et pleines de guimauve, ou parce que ça parle de l'hiver et de Noël. J'en sais rien, mais c'est un coup de coeur. De ceux que tu n'arrives pas à lâcher quand tu les lis, que tu te forces à poser parce qu'il est 2h du mat' et que tu travailles le lendemain matin, de ceux qui font battre ton petit coeur de midinette et que te refermes, à la fin, avec un énorme sourire aux lèvres. (Vous trouvez que j'exagère ? Pas sûr...)",5.0,1
1917,Oiseau,Sigbjørn Skåden,Oiseau est un court roman de science fiction écrit par l’auteur norvégien Sigbjørn Skåden et publié en version française en octobre 2021 chez Agullo.,5.0,1
5855,Pour une romance - Intégrale,Liv Fox,Ohlala j’ai adoré adoré adoré !!! Cet intégrale est une pépite qui me rendait folle à chaque fin ! Nous retrouvons ici 6 histoires (+ un bonus) toutes plus captivantes les unes que les autres. Les codes historiques et ceux de la fantasy sont aussi présents que le romantisme qui transporte les personnages vers des aventures riches et intrigantes. J’ai adoré me plonger dans chacune d’entre-elles et je ressors heureuse de la lecture de cet intégrale dans lequel je ne voulais pas lâcher la main des protagonistes tant ils étaient intéressants et captivants. Je croise les doigts pour les retrouver ou pour en rencontrer de nouveaux !,5.0,1
8395,Au-delà de nos âmes: Tome 1,Barbara Gambaro,"OH.LA.VACHE. Je viens de me prendre une énorme claque… Mon coeur vient de faire une chute vertigineuse à laquelle il n’était pas préparé. Quelle fin !!! Ce livre, qui semble être révélateur d’une sulfureuse histoire d’amour menée par des côtés niais et un rythme saccadé, va finalement prendre un virage à 180°C… Malgré certains doutes, je ne m’attendais absolument pas à de tels rebondissements. Le récit est très bien structuré, l’écriture est fluide, légère et sans lourdeurs. Il faut noter qu’un contraste joue fortement dans ce livre qui dénonce finalement des vérités complètement réelles et ancrées dans le monde dans lequel nous vivons de nous jours. Je ne peux que vous inciter à lire ce livre jusqu’à la dernière page et à me partager votre ressenti dessus. Fidèle à son titre, cette histoire est une capture de nos âmes et qui va bien au-delà de leurs limites.",5.0,1
6318,"Et pourtant, le bonheur est là",Enrico Galiano,"Oh, une histoire d'amour entre deux ados solitaires. Eh non, pas seulement. C'est bien plus que ça : on nous parle de harcèlement, de différence, de photographie de gens de dos, de misère, de parents défaillants, de familles bancales, de rupture, de résistance dans l’adversité, de rencontre, d'espoir... Rien de mièvre, c'est d'une grande sensibilité.",5.0,1
7061,La Petite Boule de Noël: Conte de mon enfance,Emmanuelle Cecchi,"Oh, mais quel magnifique conte 🥰🥰!",5.0,1
1944,Betty,Mcdaniel Tiffany,Oh que c'était long....,3.5,0
273,Le facteur émotif,Denis Thériault,"Oh oh oh!🎶 Voilà un petit livre parfait à offrir à Noël! Surtout aux amoureux d'haikus, de contes surprenants, d'échanges épistolaires...",4.0,1
4353,"Cursebreakers, tome 1 : Un sort si noir et éternel",Brigid Kemmerer,"Oh misère de misère, je viens de terminer ce roman et je me sens déjà en manque des personnages et de l'atmosphère envoûtante d'Emberfall.",5.0,1
8356,"Humana, tome 2",Jocabel C. Caballero,"Oh le coup de massue ! Oh cette fin si cruelle qui a le don de me mettre au PLS parce que je dois maintenant attendre de lire le dernier tome qui n’est pas encore sorti. Je suis si avide de vouloir connaître la suite et le fin mot de cette histoire qui est un IMMENSE coup de coeur ! Cette saga s’inscrit vraiment parmi mes sagas préférées parce que tout ce que j’aime et que j’adore se trouve dedans ! C’est tellement bien écrit… La construction du récit fait que j’ai envie de lire soigneusement chaque mot de chaque ligne. Les personnages sont envoûtants et vraiment surprenants. J’avais des palpitations d’amour en lisant ce deuxième tome qui m’immergeait totalement dans une atmosphère vraiment singulière et aboutie. Pour moi, c’est un sans fautes, un coup de coeur vibrant et incommensurable. J’attends avec déprime et impatience de pouvoir lire la suite ! N’hésitez pas à prendre le temps de jeter un coup d’oeil à cette saga car elle en vaut VRAIMENT la peine !",5.0,1
2669,Un jour en décembre,Josie Silver,"Oh la la mais comme je l’ai aimé cette lecture, un vrai gros coup de cœur sur cette année 2021.",5.0,1
584,Métal Hurlant : La machine à rêver (1975-1987),Gilles Poussin,Oh la belle ouvrage !,4.0,1
461,"Les Aventures de Tintin, tome 07 : L'Île Noire",Hergé,Offert ce matin à ma petite-fille qui fête ses … sept ans !!!,4.5,1
9471,Il n'est pire aveugle,John Boyne,"Odran Yates est un petit irlandais heureux ; des parents aimants, Hanna sa sœur, et Cathal son petit frère. Jusqu’au jour où leur père décide de quitter la fabrique de cigarettes qui l’emploie pour devenir acteur.",3.5,0
5259,Et nous danserons sous les flocons,Clarisse Sabard,"Ode au petit village et au petite communauté qui s'entraide. Le décor est sympa, quelques grosses facilités pour résoudre toutes les péripéties survenus, par exemple",3.0,0
9556,Oblomov,Ivan Gontcharov,"Oblomov,chef d'oeuvre trop méconnu, est considéré comme un ouvrage capital de la littérature russe par des auteurs illustre tels que Dostoïevski ou Tolstoï. Son héros est un mythe littéraire aussi présent que Faust ou Don Juan.",5.0,1
4828,Kentukis,Samanta Schweblin,"Objets inanimés, avez-vous donc une âme?",3.5,0
2337,Avant que j'oublie,Anne Pauly,"Nus avons tous une façon différente de faire face à la mort d'un proche . Anne Pauly a eu besoin d'écrire ce moment et les jours qui ont suivi. C'est son vécu et ça se respecte . Pour ma part , je n'ai pas ressenti d'émotion à cette lecture sauf pour les 20 dernières pages qui lui ont permis de mieux comprendre ce père",2.5,-1
8816,Victime 55,James Delargy,Numéro perdant,3.5,0
630,Une fille comme les autres,Jack Ketchum,"Nul besoin de monstres, n'est-ce pas. Nul besoin d'invention farfelue, de diabolisation du mal, de tueur dérangé. Simplement l'homme (et la femme). Dans ce qu'il y a de pire.",4.5,1
1695,La guerre des Clans - Nouvelle inédite : Les adieux de Nuage de Jais,Erin Hunter,Nuage de Jais est un personnage emblématique du cycle 1 mais que lui arrive-t-il par la suite. Vous aurez toutes les réponses dans ce petit hors-série.,4.0,1
9054,Ardennes 1944. Le va-tout de Hitler,Antony Beevor,"Novembre 1944. La guerre semble définitivement perdue pour l’Allemagne nazie, prise en étau entre l’Armée Soviétique aux portes de la Pologne, - et qui s’apprête à se précipiter vers la ville de Berlin -, et les Armées Alliés, arrivées devant le Rhin, à la frontière occidentale du Reich et qui menacent la région industrielle de la Ruhr.",4.0,1
7308,La Dame de pique,Alexandre Pouchkine,"Novella che si legge piacevolmente e velocemente eppur ricca di caratteristiche della letteratura russa dell’Ottocento: mistero, neve, romanticismo, fantasmi, tradimenti, gioco d’azzardo e povertà! Il tutto ben costruito e scorrevolissimo. Piacevole.",3.5,0
2029,"Kid Paddle, tome 17 : Tattoo Compris",Midam,"Nouvelles salves de blagues avec ce nouveau tome de Kid Paddle. Avec un humour qui ne fait pas dans la dentelle, Midam poursuit les aventures vidéo ludiques de son petit héros.",4.0,1
1849,"Swing, tome 4",Matt Hawkins,Nouvelles expériences,5.0,1
810,La baleine bibliothèque,Zidrou,"Nouvelle pépite découverte au rayon des albums jeunesse : La baleine bibliothèque de Zidrou, illustré par Judith Vanistendael. Un titre et une couverture qui ont tout de suite attiré la livraddict et l’amoureuse des baleines en moi. Dans cette histoire, il y a deux héros, un postier maritime et une baleine bibliothécaire ! Deux personnages très différents qui vont se rencontrer en mer lors de la tournée de notre postier très investi dans son travail.",5.0,1
6518,Ciel,Michel Marcelin,"Nouvelle parution aux Editions Hachette et le moins que l’on puisse dire, c’est que la couverture est particulièrement attrayante.",4.0,1
4730,"La Bicyclette bleue, tome 3 : Le diable en rit encore 1944-1945",Régine Deforges,"Nouvelle lecture de l’une de mes autrices préférées : Régine Desforges. Adolescente c’est elle qui m’a donné l’envie de lire, avec elle que j’ai appris que lire était un véritable Bonheur. J’ai donc retrouvé avec plaisir Léa, François et les autres, pour de nouvelles aventures, après-guerre, ou presque ….",5.0,1
7063,"Les mondes d'Aldébaran - Cycle 2 de Bételgeuse, tome 1 : La planète",Leo (),"Nouvelle aventure, nouvelle planète !",4.0,1
908,Le cavalier blanc,Peter Tremayne,"Nouvelle aventure pour Fidelma qui ne se situe pas dans la suite espérée ( non, non, faut encore patienter pour faire le point sur la relation Eadulf/ Fidelma...) mais qui est en réalité la 3e enquête de la juriste, placée entre son enquête pour le Pape et son retour à Muman... La voici donc coincée dans le pays des Lombards, pays dans lesquels les luttes de pouvoir sont régulières et sanglantes. Très éloignée de ces conceptions politiques, Fidelma apprend qu'un de ses mentors a été attaqué et agonise dans une abbaye toute proche et décide de se rendre à son chevet. Ainsi commence complot, conflits religieux ( adepte du credo de Nicée et de celui d'Arius) et bien sûr des crimes sanglants. On suit donc notre perspicace rouquine à la langue acérée, peu démontée malgré le fait qu'elle n'est pas chez elle, n'a aucune légitimité dans ses investigations. Le tempérament de feu de Fidelma reste sa principale qualité selon moi.",5.0,1
1612,La femme muette,Mathieu Albaizeta,Nouveau coup de cœur pour moi aux éditions des lacs.,5.0,1
2513,"Nous, les humains",Frank Westerman,"Nous, les humains se présente comme un livre atypique, un reportage écrit, un peu dans le même esprit que La vie que tu t’étais imaginée de Nelly Alard – en plus complexe. Ce n’est ni vraiment un essai ni vraiment un roman, tout juste l’histoire du réel, le récit des étapes de recherches menées par Frank Westerman et ses élèves pour remonter le fil des origines de l’Homo Sapiens, des découvertes qui ont façonné son histoire telle que nous la connaissons aujourd’hui, et des enseignements et réflexions qu’ils en tirent, à la fois philosophiques et métaphysiques.",3.0,0
2172,Vous faites quoi pour Noël ? On se marie !,Ponte Carene,Nous voilà repartis à Santa les Deux Sapins avec Pauline et David ainsi que toute sa famille.,5.0,1
2803,Seule en sa demeure,Cécile Coulon,"Nous voilà plongé en plein 19ième siècle et c’est peut-être ce que j’ai préféré, l’atmosphère pesante vraiment bien décrite de cette demeure et de ces mœurs.",3.0,0
4844,"Yona, princesse de l'aube, tome 23",Mizuho Kusanagi,Nous voilà plongé dans une guerre politique au sein d'un royaume que nous commençons juste à découvrir. C'est difficile de voir ces personnages que nous apprenons à connaître se déchirer car dans le fond nous savons qu'ils n'ont qu'un seul et même objectif.,5.0,1
4589,L'éditrice,Marc Gervais,Nous voilà en présence d'un roman d'une grande originalité.,5.0,1
4918,"Yona, princesse de l'aube, tome 20",Mizuho Kusanagi,"Nous voilà à lire un nouveau tome intense, riche en émotion et en action dans lequel nous n'avons pas une seconde de répit. Ce tome fait partie de ceux qu'il est impossible de le lâcher avant d'arriver à la dernière page!",5.0,1
4504,Meurtres et charlotte aux fraises,Joanne Fluke,"Nous voici donc de retour à Eden Lake où nous retrouvons Hannah, notre pâtissière préférée. Alors qu’elle participe au concours de pâtisserie de sa ville, elle va se retrouver, à nouveau et sans le vouloir, sur une scène de crime. Décidément et pour citer sa mère : il serait vraiment temps qu’elle arrête de trouver des cadavres. C’est lorsqu’une de ses amies va se retrouver accusée de ce meurtre que notre Hannah va décider de mener l’enquête et de tout faire pour l’innocenter.",4.5,1
